product_id,product_name,authors,price,seller_id,seller_type,rating_average,review_count,order_count,url,image,description,type_book,product_index
12416734,"sách đọc sách, điểm sách",NGUYỄN NGỌC SƠN,40000,1,OFFICIAL_STORE,4.5,16,206.0,https://tiki.vn/doc-sach-diem-sach-p12416734.html?spid=12416735,https://salt.tikicdn.com/cache/280x280/ts/product/49/85/9d/acb55141fd5ee83e606cdea42d8f93c3.jpg,"Đọc sách - đó là bạn đang trải nghiệm. Điểm sách - đó là bạn đang đúc kết trải nghiệm của mình. Người thì dùng nó để lưu giữ những cảm xúc bên trong, cũng có có người dùng nó để biểu đạt ra bên ngoài, khuyến khích người khác tìm đọc và rút tỉa những bài học khôn ngoan cho riêng mình
Làm thể nào để đọc cho dễ hiểu và viết cho thật hay?
Review là điểm sách hay giới thiệu sách?
Đặt tiêu đề thế nào cho cuốn hút?
Các bí quyết để viết một bài review hấp dẫn. Tất cả câu hỏi trên sẽ được trình bày một cách rõ ràng và chi tiết trong Đọc sách - Điểm sách.",Sách tiếng Việt/Sách kỹ năng sống/Sách tư duy - Kỹ năng sống,63
10752430,sách thay đổi,"CHIP HEATH, DAN HEATH",84000,1,OFFICIAL_STORE,4.5,19,370.0,https://tiki.vn/sach-thay-doi-p10752430.html?spid=10752431,https://salt.tikicdn.com/cache/280x280/ts/product/23/ff/dc/b80980c2b7223acaf5a03602cb985d05.jpg,"THAY ĐỔI bàn về cách thức thực hiện sự thay đổi, khi sức ỳ và những thói quen đã trở nên thâm căn cố đế. Toàn bộ “triết lý” của cuốn sách tập trung vào 3 ý chính:
- Định hướng cho Người Quản Tượng: tác động đến lý trí bằng cách tìm kiếm gương sáng, chỉ rõ mục tiêu.
- Động viên Con Voi: tác động đến cảm xúc.
- Tạo dựng Con Đường: phá vỡ môi trường cũ, điều chỉnh môi trường, quy tụ đồng minh để tạo điều kiện cho thay đổi diễn ra.
Cuốn sách đưa ra những ví dụ sinh động - có cả những ví dụ liên quan đến Việt Nam - để minh hoạ cho ý tưởng. Ngoài ra còn có những bài thực hành để ứng dụng các ý này vào trường hợp thực tế. Sách dễ đọc, dễ hiểu và dễ ứng dụng vào thực tế.",Sách tiếng Việt/Sách kỹ năng sống/Sách tư duy - Kỹ năng sống,56
273386447,sách lẽ sống,TARA SWART,54400,1,OFFICIAL_STORE,5.0,8,80.0,https://tiki.vn/sach-le-song-p273386447.html?spid=273386451,https://salt.tikicdn.com/cache/280x280/ts/product/dd/fc/a1/dc4cf95ae2348980d08949cdeeb8b2ba.jpg,"- Việc tin yêu cuộc sống không chỉ có ý nghĩa mà còn khả thi trong mọi hoàn cảnh -
Nhà thần kinh học, bác sĩ tâm thần người Áo Viktor Frankl đang ở đỉnh cao trong cả sự
nghiệp và hạnh phúc cá nhân khi mồi lửa của chiến tranh thế giới thứ hai tàn phá quê hương
ông. Viktor Frankl đã mất tất cả trong ba năm bị giam cầm, hành hạ trong các trại tập trung
của Đức quốc xã. Những trải nghiệm kinh hoàng của trại tập trung và những đau thương, mất
mát không những không quật ngã được Viktor Frankl, mà còn trở thành nguồn động lực giúp
ông cho ra đời một trong những học thuyết và liệu pháp quan trọng, ý nghĩa nhất của tâm lý
học: “Liệu pháp ý nghĩa – Logotherapy”.
Sau khi rời khỏi tập trung, tác giả cuốn sách “Đi tìm lẽ sống” đã cống hiến toàn bộ thời gian
và trí lực cho công tác bệnh viện, viết sách, giáo dục cho người trưởng thành, tổ chức các
buổi diễn thuyết xoay quanh chủ đề ý nghĩa cuộc sống.
Cuốn sách “Lẽ sống” tập hợp ba bài giảng của Viktor Frankl vào năm 1946, tập trung vào
những phần quan trọng nhất và có giá trị phổ quát nhất trong chuỗi bài diễn thuyết của ông,
cô đọng toàn bộ tư tưởng mà vị bác sĩ, nhà trị liệu lừng danh này đã trình bày trong các ấn
phẩm về sau. Có thể nói, đặt cạnh những tên tuổi lẫy lừng như Sigmund Freud hay Alfred
Adler, cái tên Viktor Frankl từ lâu đã là trở thành biểu tượng của sức sống và niềm tin.
Lẽ sống chia thành ba phần chính, xoay quanh ý nghĩa cuộc đời trong những hoàn cảnh khác
nhau, xét theo nhiều khía cạnh.
Ở phần thứ nhất “Luận về ý nghĩa và giá trị cuộc đời” xoay quanh vấn đề tự sát và ý nghĩa
cuộc sống trong những hoàn cảnh mà giá trị sự sống đã bị triệt tiêu, về tính độc nhất và tính
cá nhân của mỗi người. Chính tính độc nhất và tính cá nhân của con người tạo ra giá trị cho
họ, một giá trị liên quan tới cộng đồng và không bao giờ đánh mất ý nghĩa dẫu mọi thứ khác
đã bị tước đi. Từ đó, Frankl đi đến kết luận rằng chúng ta sống là để bị tra vấn, để trả lời câu
hỏi cuộc đời, rằng mỗi người phải có trách nhiệm với sự tồn tại của chính mình, rằng cuộc
sống là nhiệm vụ được giao phó cho chúng ta trong từng khoảnh khắc – nhiệm vụ càng khó
khăn thì cuộc sống càng thêm ý nghĩa, và nếu cuộc sống có ý nghĩa thì đau khổ cũng có ý
Trong các tác phẩm viết và cả những bài diễn thuyết của mình, Frank không ngừng động viên
chúng ta quay về tìm gặp chính mình khi mà số phận đã tước đi của ta mọi thứ không thiết
yếu. Khi “tiền bạc, quyền bính, danh vọng… trở thành những thứ bấp bênh” hoặc bị tước
đoạt hoàn toàn, khi cuộc sống không còn cho ta lựa chọn nào khác, ta buộc phải quay về với
chính mình. Frankl luôn tin tưởng một cách sâu sắc rằng mỗi con người đều được thôi thúc
bởi khao khát tìm ra ý nghĩa cuộc sống, và ông tin rằng về với chính mình là bước đầu tiên
trên con đường đi tìm ý nghĩa ấy.
Còn trong “Luận về ý nghĩa và giá trị cuộc đời” tác giả tập trung tìm kiếm ý nghĩa cuộc đời
trong hoàn cảnh bệnh tật, đau khổ và cái chết. Frankl cũng dành một dung lượng lớn để bàn
về thẩm quyền của bác sĩ đối với sinh mệnh của bệnh nhân, về giá trị của sinh mệnh, lấy đó
làm luận điểm bổ sung cho kết luận của phần trước về giá trị con người, “trong đó con người,
với tư cách là một cá thể độc nhất luôn hướng về chính mình, vẫn có thể đạt được giá trị và ý
nghĩa cuộc đời: đó là thông qua con đường yêu thương, hoặc tốt hơn là được yêu thương”.
Cuối cùng, Frankl đi đến kết luận rằng ý nghĩa cuộc đời là có tính tuyệt đối và bất biến.
“Thí nghiệm quyết định” là phần nói về những trải nghiệm trong trại tập trung, về tác động
của số phận, về quá trình tư tưởng của tác giả để đi đến những kết luận về ý nghĩa cuộc đời
và hình thành Liệu pháp ý nghĩa. Từ quan sát và chiêm nghiệm về trải nghiệm của người tù,
Frankl điểm qua các quá trình tâm lý của con người khi đối diện với hoàn cảnh bị triệt tiêu
nhân phẩm và cái chết chực chờ, từ đó ông đi đến kết luận rằng con người vốn sở hữu thứ tự
do bất biến, bất diệt, không thể tước đoạt bởi hoàn cảnh, rằng người ta chỉ thật sự sụp đổ khi
đánh mất điểm tựa nội tại của mình.
Cũng trong quan sát này, Frankl đặt liệu pháp tâm lý của mình vào một thí nghiệm quyết
định, có thể chứng minh liệu pháp này là đúng và loại trừ được mọi lập luận phản bác. Cay
đắng nhưng cũng tài tình thay, chính tình cảnh tù đày lại cho Frankl đầy đủ điều kiện để xây
dựng, khảo sát và chứng minh cho liệu pháp của mình. Con người đi qua hầu hết mọi đau khổ
của đời người ấy, đủ sức thông thấu ý nghĩa của đau khổ, tính độc nhất và cá nhân của đau
khổ, mạnh mẽ kết luận rằng việc tin yêu cuộc sống không chỉ có ý nghĩa trong mọi hoàn cảnh
mà còn khả thi trong mọi hoàn cảnh.
Mục đích của cuốn sách này là gửi gắm đến quý độc giả thông điệp rằng con người – mặc
cho những thử thách cam go và cái chết, mặc cho nỗi đau khổ từ bệnh tật thể chất hay tinh
thần, mặc cho sự tàn nhẫn của số phận trong trại tập trung – vẫn có thể tin yêu cuộc sống, dẫu
có thế nào.
Viktor E. Frankl (1905-1997) là Giáo sư Thần kinh học và Tâm thần học tại Đại học
Vienna. Trong 25 năm, ông là người đứng đầu Phòng khám thần kinh Vienna. ""Liệu pháp
thứ ba ở Vienna"". 40 cuốn sách của Frankl được dịch ra 54 thứ tiếng, trong đó cuốn sách ""Đi
tìm lẽ sống"" của ông đã bán được hàng triệu bản và được xếp vào danh sách ""mười cuốn sách
có ảnh hưởng nhất ở Mỹ"".",Sách tiếng Việt/Sách kỹ năng sống/Sách kỹ năng mềm,172
10118596,sách hacker lược sử,STEVEN LEVY,259000,295057,NONE,0.0,58,,https://tiki.vn/sach-hacker-luoc-su-p10118596.html?spid=207290554,https://salt.tikicdn.com/cache/280x280/ts/product/a9/23/d7/7d8612e8ba7e475a5cbab2c6cae7dcc6.jpg,"Cuốn sách nói về những nhân vật, cỗ máy, sự kiện định hình cho văn hoá và đạo đức hacker từ những hacker đời đầu ở đại học MIT.
Câu chuyện hấp dẫn bắt đầu từ các phòng thí nghiệm nghiên cứu máy tính đầu tiên đến các máy tính gia đình.
Tập hợp tài liệu cập nhật từ các tin tặc nổi tiếng như Bill Gates, Mark Zuckerberg, Richard Stallman…
Những sự thật về cuộc sống và con đường trở thành “tin tặc” của những con người đã thay đổi lịch sử phát triển của ngành Công nghệ.
Cuốn  sách của Steven Levy ghi lại những chiến công của các tin tặc thời kỳ đầu trong cuộc cách mạng máy tính - những kẻ mê máy tính thông minh và lập dị từ cuối những năm 1950 đến đầu thập niên 1980, dám mạo hiểm, bẻ cong quy tắc và đẩy thế giới vào một hướng đi hoàn toàn mới.",Sách tiếng Việt/Sách kỹ năng sống/Sách tư duy - Kỹ năng sống,50
3858595,sách không giới hạn,JOHN C. MAXWELL,143000,7247,OFFICIAL_STORE,0.0,38,12.0,https://tiki.vn/sach-khong-gioi-han-p3858595.html?spid=70715172,https://salt.tikicdn.com/cache/280x280/ts/product/c0/21/cb/da52d53e76aa0f1ed0a4c0012ee08a71.jpg,Không Giới Hạn,Sách tiếng Việt/Sách kỹ năng sống/Sách tư duy - Kỹ năng sống,37
3653513,sách định vị bản thân,ANH TUAN LE,99000,82087,NONE,0.0,40,3.0,https://tiki.vn/sach-dinh-vi-ban-than-p3653513.html?spid=88942825,https://salt.tikicdn.com/cache/280x280/ts/product/26/e0/94/076afbdef2f0755f560e30d55b3a555b.jpg,"Định Vị Bản Thân
Cuốn sách là cẩm nang hướng dẫn các bước xây dựng thương hiệu cá nhân trên mạng xã hội nói riêng cũng như các nguyên lý xây dựng thương hiệu cá nhân nói chung, thông qua những trải nghiệm thực tế của tác giả trong quá trình tự xây dựng thương hiệu cá nhân cho bản thân từ con số 0.
Qua những hướng dẫn hết sức cụ thể, thực tế, kết hợp với hệ thống bài tập xuyên suốt để người đọc có thể vừa đọc vừa thực hành xây dựng thương hiệu cá nhân cho riêng mình, cuốn sách là bí kíp hữu ích cho các bạn trẻ đang muốn xây dựng thương hiệu cá nhân, khẳng định hình ảnh, vị trí của mình trong bất cứ ngành nghề, lĩnh vực nào.
Sách bao gồm 3 chương: Tôi là ai và đây là đâu? (giới thiệu về tác giả và bối cảnh xây dựng thương hiệu cá nhân hiện tại trên mạng xã hội), “Lên đồ” (các bước chuẩn bị để xây dựng thương hiệu cá nhân), Hành động, thực thi (các bước hành động để xây dựng thương hiệu cá nhân).
“Đừng theo đuổi mục tiêu của người khác, hãy theo đuổi mục tiêu của chính mình. Khi nghĩ về tương lai, đừng nghĩ về công việc bạn sẽ làm có tên là gì, hãy nghĩ xem bạn đang theo đuổi giá trị gì, điều gì làm bạn vui, điều gì bạn có thể làm để đóng góp cho xã hội.”
“Mỗi người sẽ có một hướng đi khác nhau trong sự nghiệp. Dù bạn chọn con đường nào, tôi mong bạn sẽ luôn vui và hạnh phúc với quyết định đó.”
“Thương hiệu cá nhân thật ra không bắt đầu từ đâu xa xôi cả, nó bắt đầu từ những gì mà chúng ta thích làm mỗi ngày.”
“Nếu bạn đọc quyết định đọc cuốn sách này và muốn làm thương hiệu cá nhân giống như tôi, tip duy nhất tôi có đó là luôn thành thật và luôn là chính mình.”",Sách tiếng Việt/Sách kỹ năng sống/Sách tư duy - Kỹ năng sống,33
2014917,sách 28,JEONG YOU- JEONG,128000,326534,NONE,0.0,34,2.0,https://tiki.vn/sach-28-p2014917.html?spid=251585722,https://salt.tikicdn.com/cache/280x280/ts/product/5f/b8/de/74e8fada45b479bc75916999553372d4.jpg,"""Chuyện sống còn, ấy không phải là vấn đề có thể lựa chọn. Đó là bản năng. Bản năng của tất cả mọi tạo vật có sinh mệnh. Đó chính là đặc tính nghiệt ngã và cũng là nỗi buồn của sự sống.""
Khởi nguồn từ cái chết bất thường sau khi bị chó cắn của một người đàn ông làm nghề phối giống chó, đột ngột bùng phát căn bênh ""Mắt Đỏ"" với những triệu chứng kỳ lại: tròng mắt sưng đỏ, toàn thân đầy vết máu tụ, khiến Hwa Yang bỗng chốc từ một thành phố yên bình ven thủ đô Seoul biến thành một ốc đảo giữa lòng thảm hoạ. Bị chính phủ phong toả kìm kẹp, phải giành giật tìm mọi kế sinh tồn, giãy giụa chống chọi với bênh tật, với chính quyền, với nhau và với chính mình là hàng triệu người dân Hwa Yang cùng hàng nghìn những sự-sống-khác-con-người ở Hwa Yang.
Tất cả diễn ra trong 28 ngày. Đủ dàu cho những bản tin hờ hững lướt qua cuộc sống yên bình bên ngoài Hwa Yang. Nhưng quá dài để một thành phố bị càn quét bởi bệnh tật lây lan, nhân tính suy đồi và mưu toan chính trị.
Quy mô, tàn khốc, đôi lúc đẩy giới hạn chịu đựng của người đọc lên tới cực điểm với 28, Jeong You-Jeong khẳng định ngòi bút uy lực của mình khi không ngừng tiến sâu khám phá những góc khuất khó lường ở con người.",Sách tiếng Việt/Sách kỹ năng sống/Sách tư duy - Kỹ năng sống,28
12138654,sách kế hoạch bí ngô,MIKE MICHALOWICZ,110500,1,OFFICIAL_STORE,4.8,117,1038.0,https://tiki.vn/sach-ke-hoach-bi-ngo-p12138654.html?spid=12138655,https://salt.tikicdn.com/cache/280x280/ts/product/ac/92/4f/a717cf0730ea41a1b884476582d3d97d.png,"Kế hoạch Bí ngô là cuốn sách “hoàn hảo” dành cho:
Những cá nhân đang dành trọn tâm huyết để gây dựng một doanh nghiệp thành công rực rỡ;
Những doanh nhân đang kiệt quệ vì giấc mơ kinh doanh đã biến thành cơn ác mộng trong đời thực;
Những doanh nhân đang cần tới một hệ phương pháp đã được kiểm chứng để vượt qua những gập ghềnh gian khó và bước tiếp trên con đường dẫn đến thành công;
Và bất cứ ai mong muốn đóng góp điều gì đó thật sự ý nghĩa cho thế giới này.
Bằng cách thực hiện theo từng bước của Kế hoạch Bí ngô, bạn sẽ gây dựng được một doanh nghiệp có khả năng thổi bay đối thủ, thu hút khách hàng mạnh mẽ như nam châm và chắc chắn sẽ biến ước mơ của bạn thành hiện thực.
""Trong cuốn sách này, tôi sẽ tiết lộ cho bạn cách áp dụng phương pháp mà các nông dân đã dùng để trồng những quả bí ngô khổng lồ của họ – tôi đã nghĩ ra cái tên độc nhất vô nhị cho hệ phương pháp này: “Kế hoạch Bí ngô”. Chính nhờ nó mà tới sinh nhật thứ 30 của mình, tôi đã gây dựng được hai doanh nghiệp trị giá hàng triệu đô-la, trở thành nhân vật đáng gờm trong giới doanh nghiệp hàng đầu, rồi chính tôi lại quay ra giúp họ phát triển rực rỡ. Tôi sẽ không chỉ kể cho bạn câu chuyện thành công của tôi và của họ, mà quan trọng nhất, tôi cũng sẽ dạy cho bạn cách áp dụng những ý tưởng và bài học ấy vào lĩnh vực kinh doanh của chính bạn. """,Sách tiếng Việt/Sách kỹ năng sống/Sách tư duy - Kỹ năng sống,60
170298025,sách túi khôn của guy,GUY KAWASAKI,115000,1,OFFICIAL_STORE,5.0,11,78.0,https://tiki.vn/sach-tui-khon-cua-guy-p170298025.html?spid=170298026,https://salt.tikicdn.com/cache/280x280/ts/product/20/57/6a/23a78da3a73d432e32947448f883e504.jpg,"Guy Kawasaki, biểu tượng của Thung lũng Silicon và tác giả sách bán chạy nhất, chia sẻ những câu chuyện không tưởng về cuộc đời ông và những bài học chúng ta có thể rút ra từ những câu chuyện đó. Guy Kawasaki vốn là một “lão làng” trong thế giới công nghệ kể từ khi bước vào đội ngũ Macintosh sơ khai của Apple vào những năm 1980. Ông được nể trọng vì “túi khôn” trong khởi sự doanh nghiệp, đầu tư mạo hiểm, tiếp thị và “truyền giáo” trong kinh doanh–đây là những thứ ông đã chia sẻ trong những sách bán chạy của mình như The Art of the Start(Khởi thuật) và Enchantment (Sự mê hoặc). Nhưng trước khi có tất cả những điều ấy, Guy chỉ là một cậu bé con nhà bình thường ở Hawaii, một hậu duệ của những di dân Nhật Bản, yêu môn bóng bầu dục và chỉ được điểm C+ trong môn tiếng Anh hồi lớp Chín. Túi khôn của Guy là cuốn sách riêng tư nhất nói về hành trình đáng ngạc nhiên của ông. Đây không phải là một tự truyện kiểu truyền thống mà chỉ là một chuỗi các câu chuyện nhỏ. Guy gọi đùa nó là Miso Soup for the Soul (Xúp miso cho Tâm hồn) do những câu chuyện này (giống như những câu chuyện trong loạt Chicken Soup for the Soul) phản ánh các kinh nghiệm đa dạng đã khai sáng và mang cảm hứng cho ông. Thí dụ, bạn sẽ đi theo Guy khi ông:
Nhận được công việc đầu tiên trong ngành kim hoàn–hoá ra lại là một môi trường huấn luyện tốt đến ngạc nhiên cho thế giới công nghệ.
Hạ thấp một đối tác tiềm năng ngay trước mặt CEO của công ty ấy, do Steve Jobs “gài” một cách mưu mẹo.
Phá hỏng sự nghiệp của chính mình tại Apple chỉ bằng câu nói, “Được thôi, Steve. Tôi cũng không tin ông” khi Jobs đòi lại bản xem thử của chiến dịch quảng cáo Think Differently (Nghĩ khác).
Tự đánh giá tầm quan trọng của mình sau khi bị bốn cô gái trẻ nhầm với Jackie Chan.
Học lướt ván vào tuổi 62–từ đó nghiệm ra ta có thể khám phá một đam mê mới vào bất kỳ tuổi nào, nhưng càng trẻ thì càng dễ hơn! Trong sách này, Guy nói về mọi thứ, từ các giá trị đạo đức tới kỹ năng kinh doanh tới làm cha mẹ. Như ông viết, “tôi hy vọng những câu chuyện của mình giúp bạn sống một cuộc đời có ý nghĩa hơn, vui vẻ và làm được nhiều việc hơn. Nếu Túi khôn của Guy thành công trong việc này, thì đó mới là câu chuyện hay nhất trong mọi câu chuyện”.",Sách tiếng Việt/Sách kỹ năng sống/Sách kỹ năng mềm,151
195801687,sách đường đến nhân cách,DAVID BROOKS,163000,1,OFFICIAL_STORE,4.8,16,193.0,https://tiki.vn/sach-duong-den-nhan-cach-p195801687.html?spid=195801689,https://salt.tikicdn.com/cache/280x280/ts/product/f6/bf/1f/47298efb5c73f7746d3a269ef9a390c4.jpg,"Chúng ta sống trong một xã hội luôn khuyến khích chúng ta phải nghĩ về cách có cơ nghiệp lớn nhưng lại không màng đến việc nhiều người trong chúng ta mờ mịt về cách thức trau dồi nội tâm. Cuộc cạnh tranh để thành công và giành được sự ngưỡng mộ quá khốc liệt làm chúng ta kiệt sức. Thị trường tiêu thụ khuyến khích chúng ta sống bằng phép tính toán tiện dụng, để thoả mãn những ham muốn và không còn nhìn ra những trả giá về mặt đạo đức bị đánh cược trong những quyết định hàng ngày. Tiếng ồn từ những trao đổi nhanh và hời hợt khiến chúng ta càng khó nghe thấy những âm thanh trầm lặng hơn phát ra từ tầng sâu. Chúng ta sống trong nền văn hoá dạy cho chúng ta tự lăng xê và quảng bá bản thân, và luyện nhuần nhuyễn những kỹ năng cần thiết cho sự thành công. Trong khi đó sự khiêm tốn, khả năng thông cảm và biết tự chất vấn bản thân một cách trung thực — những yếu tố cần thiết để xây dựng nhân cách lại ít được khuyến khích. Nếu bạn chỉ là người có tham vọng, cầu tiến trong công việc, muốn xây dựng, sáng tạo, sản xuất và khám phá mọi thứ, muốn có địa vị cao và nhiều chiến thắng, thì bạn sẽ trở thành con vật tinh ranh, một sinh vật mánh khoé, tự bảo tồn, lão luyện trong cuộc chơi và biến mọi thứ thành một trò chơi. Nếu đó là tất cả những gì bạn có thì bạn sẽ dành rất nhiều thời gian trau dồi kỹ năng chuyên nghiệp, nhưng bạn lại thiếu ý niệm rõ ràng về những nguồn ý nghĩa trong cuộc sống. Bạn thiếu các tiêu chí bên trong để có những cam kết không lay chuyển được. Bạn chưa bao giờ phát triển sự bền lòng, sự chính trực để có thể chịu được sự không tán thành từ số đông hoặc chịu được đòn búa rìu nào. Bạn thấy mình làm những thứ người khác tán thưởng, mặc cho những thứ này có thích hợp với bạn hay không. Bạn dại dột đánh giá người khác bằng những khả năng thay vì giá trị của họ. Bạn không có chiến lược xây dựng nhân cách, và vì vậy không những cuộc sống nội tâm mà cả cuộc sống bên ngoài của bạn sẽ dần tan rã. Cuốn sách này nói về cách một số người trau dồi được nhân cách thật mạnh mẽ, về cách tư duy mà nhiều người qua nhiều thế kỷ đã áp dụng để đặt sắt thép vào cốt lõi con người họ và để nuôi dưỡng một trái tim sáng suốt.",Sách tiếng Việt/Sách kỹ năng sống/Sách tư duy - Kỹ năng sống,164
